candle_begin_time,close,每次投入资金,累计投入资金,每次买币数量,累计买币数量,平均持有成本,币市值
2019-01-11,2.44,100,56000,40.9016393442623,22250.752433837817,2.5167688223809472,54291.83593856427
2019-01-12,2.4541,100,56100,40.66663950124282,22291.41907333906,2.516663466575648,54705.37154788139
2019-01-13,2.2818,100,56200,43.73740029801034,22335.15647363707,2.5162125041001944,50964.36004154507
2019-01-14,2.5095,100,56300,39.76887826260211,22374.925351899674,2.5162095119669314,56149.87517059223
2019-01-15,2.419,100,56400,41.25671765192228,22416.182069551596,2.5160395211372495,54224.744426245314
2019-01-16,2.4605,100,56500,40.560861613493195,22456.74293116509,2.5159481129202512,55254.8159821317
2019-01-17,2.5507,100,56600,39.126514290194855,22495.869445455282,2.5160174465465963,57380.214194522785
2019-01-18,2.483,100,56700,40.19331453886428,22536.062759994147,2.51596743423405,55957.04383306547
2019-01-19,2.5051,100,56800,39.83872899285457,22575.901488987,2.515957115941006,56554.89082006134
2019-01-20,2.3579,100,56900,42.32579837991434,22618.227287366917,2.515670183922003,53331.51812088245
2019-01-21,2.3544,100,57000,42.38871899422358,22660.616006361142,2.515377339433285,53352.15432537667
2019-01-22,2.35702516,100,57100,42.34150814071072,22702.957514501853,2.5150908186092726,53511.442068091936
